"social_network","usage","value","max","share"
"Вишневе","Питання конфлікту інтересів",0,1,0
"Кривий Ріг","Питання конфлікту інтересів",0,1,0
"Черкаси","Питання конфлікту інтересів",0,1,0
"Прилуки","Питання конфлікту інтересів",0,1,0
"Умань","Питання конфлікту інтересів",0,1,0
"Покровськ","Питання конфлікту інтересів",0,1,0
"Дунаївці","Питання конфлікту інтересів",0,1,0
"Новомосковськ","Питання конфлікту інтересів",0,1,0
"Івано-Франківськ","Підключення до regulation gov ua",0,1,0
"Київ","Підключення до regulation gov ua",0,1,0
"Вінниця","Підключення до regulation gov ua",1,1,100
"Львів","Підключення до regulation gov ua",0,1,0
"Біла Церква","Підключення до regulation gov ua",0,1,0
"Одеса","Підключення до regulation gov ua",0,1,0
"Дружківка","Підключення до regulation gov ua",0,1,0
"Бердянськ","Підключення до regulation gov ua",0,1,0
"Серєродонецьк","Підключення до regulation gov ua",0,1,0
"Суми","Підключення до regulation gov ua",0,1,0
"Володимир Волинський","Підключення до regulation gov ua",0,1,0
"Рівне","Підключення до regulation gov ua",0,1,0
"Ізмаїл","Підключення до regulation gov ua",0,1,0
"Запоріжжя","Підключення до regulation gov ua",0,1,0
"Кам'янське","Підключення до regulation gov ua",0,1,0
"Дрогобич","Підключення до regulation gov ua",0,1,0
"Коростень","Підключення до regulation gov ua",0,1,0
"Тернопіль","Підключення до regulation gov ua",0,1,0
"Краматорськ","Підключення до regulation gov ua",0,1,0
"Коломия","Підключення до regulation gov ua",0,1,0
"Житомир","Підключення до regulation gov ua",1,1,100
"Калуш","Підключення до regulation gov ua",0,1,0
"Луцьк","Підключення до regulation gov ua",0,1,0
"Нікополь","Підключення до regulation gov ua",0,1,0
"Ужгород","Підключення до regulation gov ua",0,1,0
"Бахмут","Підключення до regulation gov ua",0,1,0
"Дніпро","Підключення до regulation gov ua",0,1,0
"Енергодар","Підключення до regulation gov ua",0,1,0
"Кропивницький","Підключення до regulation gov ua",0,1,0
"Чернігів","Підключення до regulation gov ua",0,1,0
"Ромни","Підключення до regulation gov ua",0,1,0
"Бориспіль","Підключення до regulation gov ua",0,1,0
"Миргород","Підключення до regulation gov ua",0,1,0
"Маріуполь","Підключення до regulation gov ua",0,1,0
"Первомайськ","Підключення до regulation gov ua",0,1,0
"Кам'янець-Подільський","Підключення до regulation gov ua",0,1,0
"Ковель","Підключення до regulation gov ua",0,1,0
"Олександрія","Підключення до regulation gov ua",0,1,0
"Ніжин","Підключення до regulation gov ua",0,1,0
"Лубни","Підключення до regulation gov ua",0,1,0
"Охтирка","Підключення до regulation gov ua",0,1,0
"Хмельницький","Підключення до regulation gov ua",0,1,0
"Бровари","Підключення до regulation gov ua",0,1,0
"Жмеринка","Підключення до regulation gov ua",0,1,0
"Миколаїв","Підключення до regulation gov ua",0,1,0
"Лисичанськ","Підключення до regulation gov ua",0,1,0
"Слов'янськ","Підключення до regulation gov ua",0,1,0
"Білгород Дністровський","Підключення до regulation gov ua",0,1,0
"Дубно","Підключення до regulation gov ua",0,1,0
"Мелітополь","Підключення до regulation gov ua",0,1,0
"Шепетівка","Підключення до regulation gov ua",0,1,0
"Чернівці","Підключення до regulation gov ua",0,1,0
"Херсон","Підключення до regulation gov ua",0,1,0
"Лиман","Підключення до regulation gov ua",0,1,0
"Лозова","Підключення до regulation gov ua",0,1,0
"Каховка","Підключення до regulation gov ua",0,1,0
"Мукачево","Підключення до regulation gov ua",0,1,0
"Кременчук","Підключення до regulation gov ua",0,1,0
"Южноукраїнськ","Підключення до regulation gov ua",0,1,0
"Покров","Підключення до regulation gov ua",0,1,0
"Рубіжне","Підключення до regulation gov ua",0,1,0
"Фастів","Підключення до regulation gov ua",0,1,0
"Сміла","Підключення до regulation gov ua",0,1,0
"Світловодськ","Підключення до regulation gov ua",0,1,0
"Нетішин","Підключення до regulation gov ua",0,1,0
"Подільськ","Підключення до regulation gov ua",0,1,0
"Горішні Плавні","Підключення до regulation gov ua",0,1,0
"Ірпінь","Підключення до regulation gov ua",0,1,0
"Червоноград","Підключення до regulation gov ua",0,1,0
"Чорноморськ","Підключення до regulation gov ua",0,1,0
"Харків","Підключення до regulation gov ua",0,1,0
"Бердичів","Підключення до regulation gov ua",0,1,0
"Славута","Підключення до regulation gov ua",0,1,0
"Старокостянтинів","Підключення до regulation gov ua",0,1,0
"Боярка","Підключення до regulation gov ua",0,1,0
"Костянтинівка","Підключення до regulation gov ua",0,1,0
"Жовті Води","Підключення до regulation gov ua",0,1,0
"Ізюм","Підключення до regulation gov ua",0,1,0
"Мирноград","Підключення до regulation gov ua",0,1,0
"Самбір","Підключення до regulation gov ua",0,1,0
"Новоград-Волинський","Підключення до regulation gov ua",0,1,0
"Конотоп","Підключення до regulation gov ua",0,1,0
"Павлоград","Підключення до regulation gov ua",0,1,0
"Шостка","Підключення до regulation gov ua",0,1,0
"Васильків","Підключення до regulation gov ua",0,1,0
"Вараш","Підключення до regulation gov ua",0,1,0
"Марганець","Підключення до regulation gov ua",0,1,0
"Полтава","Підключення до regulation gov ua",0,1,0
"Куп'янськ","Підключення до regulation gov ua",0,1,0
"Нова Каховка","Підключення до regulation gov ua",0,1,0
"Нововолинськ","Підключення до regulation gov ua",0,1,0
"Стрий","Підключення до regulation gov ua",0,1,0
"Вишневе","Підключення до regulation gov ua",0,1,0
"Кривий Ріг","Підключення до regulation gov ua",0,1,0
"Черкаси","Підключення до regulation gov ua",0,1,0
"Прилуки","Підключення до regulation gov ua",0,1,0
"Умань","Підключення до regulation gov ua",0,1,0
"Покровськ","Підключення до regulation gov ua",0,1,0
"Дунаївці","Підключення до regulation gov ua",0,1,0
"Новомосковськ","Підключення до regulation gov ua",0,1,0
"Івано-Франківськ","Геопортал",1,1,100
"Київ","Геопортал",1,1,100
"Вінниця","Геопортал",1,1,100
"Львів","Геопортал",1,1,100
"Біла Церква","Геопортал",0,1,0
"Одеса","Геопортал",1,1,100
"Дружківка","Геопортал",0,1,0
"Бердянськ","Геопортал",0,1,0
"Серєродонецьк","Геопортал",0,1,0
"Суми","Геопортал",1,1,100
"Володимир Волинський","Геопортал",0,1,0
"Рівне","Геопортал",1,1,100
"Ізмаїл","Геопортал",0,1,0
"Запоріжжя","Геопортал",0,1,0
"Кам'янське","Геопортал",0,1,0
"Дрогобич","Геопортал",1,1,100
"Коростень","Геопортал",0,1,0
"Тернопіль","Геопортал",0,1,0
"Краматорськ","Геопортал",0,1,0
"Коломия","Геопортал",1,1,100
"Житомир","Геопортал",0,1,0
"Калуш","Геопортал",0,1,0
"Луцьк","Геопортал",1,1,100
"Нікополь","Геопортал",0,1,0
"Ужгород","Геопортал",0,1,0
"Бахмут","Геопортал",0,1,0
"Дніпро","Геопортал",0,1,0
"Енергодар","Геопортал",0,1,0
"Кропивницький","Геопортал",0,1,0
"Чернігів","Геопортал",0,1,0
"Ромни","Геопортал",0,1,0
"Бориспіль","Геопортал",0,1,0
"Миргород","Геопортал",0,1,0
"Маріуполь","Геопортал",1,1,100
"Первомайськ","Геопортал",0,1,0
"Кам'янець-Подільський","Геопортал",0,1,0
"Ковель","Геопортал",0,1,0
"Олександрія","Геопортал",0,1,0
"Ніжин","Геопортал",0,1,0
"Лубни","Геопортал",0,1,0
"Охтирка","Геопортал",0,1,0
"Хмельницький","Геопортал",0,1,0
"Бровари","Геопортал",0,1,0
"Жмеринка","Геопортал",0,1,0
"Миколаїв","Геопортал",0,1,0
"Лисичанськ","Геопортал",0,1,0
"Слов'янськ","Геопортал",0,1,0
"Білгород Дністровський","Геопортал",0,1,0
"Дубно","Геопортал",0,1,0
"Мелітополь","Геопортал",0,1,0
"Шепетівка","Геопортал",0,1,0
"Чернівці","Геопортал",1,1,100
"Херсон","Геопортал",0,1,0
"Лиман","Геопортал",0,1,0
"Лозова","Геопортал",0,1,0
"Каховка","Геопортал",0,1,0
"Мукачево","Геопортал",0,1,0
"Кременчук","Геопортал",0,1,0
"Южноукраїнськ","Геопортал",0,1,0
"Покров","Геопортал",1,1,100
"Рубіжне","Геопортал",0,1,0
"Фастів","Геопортал",0,1,0
"Сміла","Геопортал",0,1,0
"Світловодськ","Геопортал",0,1,0
"Нетішин","Геопортал",0,1,0
"Подільськ","Геопортал",0,1,0
"Горішні Плавні","Геопортал",1,1,100
"Ірпінь","Геопортал",1,1,100
"Червоноград","Геопортал",1,1,100
"Чорноморськ","Геопортал",0,1,0
"Харків","Геопортал",0,1,0
"Бердичів","Геопортал",0,1,0
"Славута","Геопортал",0,1,0
"Старокостянтинів","Геопортал",0,1,0
"Боярка","Геопортал",0,1,0
"Костянтинівка","Геопортал",0,1,0
"Жовті Води","Геопортал",0,1,0
"Ізюм","Геопортал",0,1,0
"Мирноград","Геопортал",0,1,0
"Самбір","Геопортал",0,1,0
"Новоград-Волинський","Геопортал",0,1,0
"Конотоп","Геопортал",0,1,0
"Павлоград","Геопортал",0,1,0
"Шостка","Геопортал",0,1,0
"Васильків","Геопортал",0,1,0
"Вараш","Геопортал",0,1,0
"Марганець","Геопортал",0,1,0
"Полтава","Геопортал",0,1,0
"Куп'янськ","Геопортал",0,1,0
"Нова Каховка","Геопортал",0,1,0
"Нововолинськ","Геопортал",0,1,0
"Стрий","Геопортал",0,1,0
"Вишневе","Геопортал",0,1,0
"Кривий Ріг","Геопортал",0,1,0
"Черкаси","Геопортал",0,1,0
"Прилуки","Геопортал",0,1,0
"Умань","Геопортал",0,1,0
"Покровськ","Геопортал",0,1,0
"Дунаївці","Геопортал",0,1,0
"Новомосковськ","Геопортал",0,1,0
"Івано-Франківськ","Інженерні мережі",1,1,100
"Київ","Інженерні мережі",0,1,0
"Вінниця","Інженерні мережі",0,1,0
"Львів","Інженерні мережі",1,1,100
"Біла Церква","Інженерні мережі",0,1,0
"Одеса","Інженерні мережі",0,1,0
"Дружківка","Інженерні мережі",1,1,100
"Бердянськ","Інженерні мережі",0,1,0
"Серєродонецьк","Інженерні мережі",1,1,100
"Суми","Інженерні мережі",0,1,0
"Володимир Волинський","Інженерні мережі",1,1,100
"Рівне","Інженерні мережі",0,1,0
"Ізмаїл","Інженерні мережі",1,1,100
"Запоріжжя","Інженерні мережі",0,1,0
"Кам'янське","Інженерні мережі",0,1,0
"Дрогобич","Інженерні мережі",1,1,100
"Коростень","Інженерні мережі",1,1,100
"Тернопіль","Інженерні мережі",0,1,0
"Краматорськ","Інженерні мережі",0,1,0
"Коломия","Інженерні мережі",0,1,0
"Житомир","Інженерні мережі",0,1,0
"Калуш","Інженерні мережі",1,1,100
"Луцьк","Інженерні мережі",0,1,0
"Нікополь","Інженерні мережі",0,1,0
"Ужгород","Інженерні мережі",0,1,0
"Бахмут","Інженерні мережі",1,1,100
"Дніпро","Інженерні мережі",1,1,100
"Енергодар","Інженерні мережі",1,1,100
"Кропивницький","Інженерні мережі",0,1,0
"Чернігів","Інженерні мережі",1,1,100
"Ромни","Інженерні мережі",1,1,100
"Бориспіль","Інженерні мережі",1,1,100
"Миргород","Інженерні мережі",0,1,0
"Маріуполь","Інженерні мережі",1,1,100
"Первомайськ","Інженерні мережі",1,1,100
"Кам'янець-Подільський","Інженерні мережі",0,1,0
"Ковель","Інженерні мережі",1,1,100
"Олександрія","Інженерні мережі",1,1,100
"Ніжин","Інженерні мережі",1,1,100
"Лубни","Інженерні мережі",1,1,100
"Охтирка","Інженерні мережі",0,1,0
"Хмельницький","Інженерні мережі",1,1,100
"Бровари","Інженерні мережі",0,1,0
"Жмеринка","Інженерні мережі",1,1,100
"Миколаїв","Інженерні мережі",1,1,100
"Лисичанськ","Інженерні мережі",0,1,0
"Слов'янськ","Інженерні мережі",0,1,0
"Білгород Дністровський","Інженерні мережі",0,1,0
"Дубно","Інженерні мережі",1,1,100
"Мелітополь","Інженерні мережі",0,1,0
"Шепетівка","Інженерні мережі",0,1,0
"Чернівці","Інженерні мережі",0,1,0
"Херсон","Інженерні мережі",0,1,0
"Лиман","Інженерні мережі",0,1,0
"Лозова","Інженерні мережі",0,1,0
"Каховка","Інженерні мережі",0,1,0
"Мукачево","Інженерні мережі",0,1,0
"Кременчук","Інженерні мережі",0,1,0
"Южноукраїнськ","Інженерні мережі",0,1,0
"Покров","Інженерні мережі",0,1,0
"Рубіжне","Інженерні мережі",1,1,100
"Фастів","Інженерні мережі",0,1,0
"Сміла","Інженерні мережі",0,1,0
"Світловодськ","Інженерні мережі",0,1,0
"Нетішин","Інженерні мережі",0,1,0
"Подільськ","Інженерні мережі",0,1,0
"Горішні Плавні","Інженерні мережі",0,1,0
"Ірпінь","Інженерні мережі",0,1,0
"Червоноград","Інженерні мережі",1,1,100
"Чорноморськ","Інженерні мережі",0,1,0
"Харків","Інженерні мережі",0,1,0
"Бердичів","Інженерні мережі",0,1,0
"Славута","Інженерні мережі",0,1,0
"Старокостянтинів","Інженерні мережі",0,1,0
"Боярка","Інженерні мережі",0,1,0
"Костянтинівка","Інженерні мережі",0,1,0
"Жовті Води","Інженерні мережі",0,1,0
"Ізюм","Інженерні мережі",0,1,0
"Мирноград","Інженерні мережі",0,1,0
"Самбір","Інженерні мережі",0,1,0
"Новоград-Волинський","Інженерні мережі",0,1,0
"Конотоп","Інженерні мережі",0,1,0
"Павлоград","Інженерні мережі",0,1,0
"Шостка","Інженерні мережі",0,1,0
"Васильків","Інженерні мережі",0,1,0
"Вараш","Інженерні мережі",0,1,0
"Марганець","Інженерні мережі",0,1,0
"Полтава","Інженерні мережі",0,1,0
"Куп'янськ","Інженерні мережі",0,1,0
"Нова Каховка","Інженерні мережі",0,1,0
"Нововолинськ","Інженерні мережі",0,1,0
"Стрий","Інженерні мережі",0,1,0
"Вишневе","Інженерні мережі",0,1,0
"Кривий Ріг","Інженерні мережі",0,1,0
"Черкаси","Інженерні мережі",0,1,0
"Прилуки","Інженерні мережі",0,1,0
"Умань","Інженерні мережі",0,1,0
"Покровськ","Інженерні мережі",0,1,0
"Дунаївці","Інженерні мережі",0,1,0
"Новомосковськ","Інженерні мережі",0,1,0
"Івано-Франківськ","Співпраця з міжнародними організаціями",1,1,100
"Київ","Співпраця з міжнародними організаціями",1,1,100
"Вінниця","Співпраця з міжнародними організаціями",1,1,100
"Львів","Співпраця з міжнародними організаціями",1,1,100
"Біла Церква","Співпраця з міжнародними організаціями",0,1,0
"Одеса","Співпраця з міжнародними організаціями",1,1,100
"Дружківка","Співпраця з міжнародними організаціями",1,1,100
"Бердянськ","Співпраця з міжнародними організаціями",1,1,100
"Серєродонецьк","Співпраця з міжнародними організаціями",1,1,100
"Суми","Співпраця з міжнародними організаціями",1,1,100
"Володимир Волинський","Співпраця з міжнародними організаціями",0,1,0
"Рівне","Співпраця з міжнародними організаціями",1,1,100
"Ізмаїл","Співпраця з міжнародними організаціями",1,1,100
"Запоріжжя","Співпраця з міжнародними організаціями",1,1,100
"Кам'янське","Співпраця з міжнародними організаціями",0,1,0
"Дрогобич","Співпраця з міжнародними організаціями",1,1,100
"Коростень","Співпраця з міжнародними організаціями",1,1,100
"Тернопіль","Співпраця з міжнародними організаціями",0,1,0
"Краматорськ","Співпраця з міжнародними організаціями",1,1,100
"Коломия","Співпраця з міжнародними організаціями",0,1,0
"Житомир","Співпраця з міжнародними організаціями",0,1,0
"Калуш","Співпраця з міжнародними організаціями",1,1,100
"Луцьк","Співпраця з міжнародними організаціями",1,1,100
"Нікополь","Співпраця з міжнародними організаціями",1,1,100
"Ужгород","Співпраця з міжнародними організаціями",0,1,0
"Бахмут","Співпраця з міжнародними організаціями",1,1,100
"Дніпро","Співпраця з міжнародними організаціями",0,1,0
"Енергодар","Співпраця з міжнародними організаціями",1,1,100
"Кропивницький","Співпраця з міжнародними організаціями",0,1,0
"Чернігів","Співпраця з міжнародними організаціями",0,1,0
"Ромни","Співпраця з міжнародними організаціями",1,1,100
"Бориспіль","Співпраця з міжнародними організаціями",0,1,0
"Миргород","Співпраця з міжнародними організаціями",1,1,100
"Маріуполь","Співпраця з міжнародними організаціями",1,1,100
"Первомайськ","Співпраця з міжнародними організаціями",0,1,0
"Кам'янець-Подільський","Співпраця з міжнародними організаціями",0,1,0
"Ковель","Співпраця з міжнародними організаціями",0,1,0
"Олександрія","Співпраця з міжнародними організаціями",0,1,0
"Ніжин","Співпраця з міжнародними організаціями",1,1,100
"Лубни","Співпраця з міжнародними організаціями",0,1,0
"Охтирка","Співпраця з міжнародними організаціями",0,1,0
"Хмельницький","Співпраця з міжнародними організаціями",1,1,100
"Бровари","Співпраця з міжнародними організаціями",0,1,0
"Жмеринка","Співпраця з міжнародними організаціями",0,1,0
"Миколаїв","Співпраця з міжнародними організаціями",0,1,0
"Лисичанськ","Співпраця з міжнародними організаціями",0,1,0
"Слов'янськ","Співпраця з міжнародними організаціями",1,1,100
"Білгород Дністровський","Співпраця з міжнародними організаціями",0,1,0
"Дубно","Співпраця з міжнародними організаціями",0,1,0
"Мелітополь","Співпраця з міжнародними організаціями",1,1,100
"Шепетівка","Співпраця з міжнародними організаціями",0,1,0
"Чернівці","Співпраця з міжнародними організаціями",0,1,0
"Херсон","Співпраця з міжнародними організаціями",0,1,0
"Лиман","Співпраця з міжнародними організаціями",0,1,0
"Лозова","Співпраця з міжнародними організаціями",0,1,0
"Каховка","Співпраця з міжнародними організаціями",0,1,0
"Мукачево","Співпраця з міжнародними організаціями",0,1,0
"Кременчук","Співпраця з міжнародними організаціями",0,1,0
"Южноукраїнськ","Співпраця з міжнародними організаціями",0,1,0
"Покров","Співпраця з міжнародними організаціями",0,1,0
"Рубіжне","Співпраця з міжнародними організаціями",1,1,100
"Фастів","Співпраця з міжнародними організаціями",0,1,0
"Сміла","Співпраця з міжнародними організаціями",0,1,0
"Світловодськ","Співпраця з міжнародними організаціями",0,1,0
"Нетішин","Співпраця з міжнародними організаціями",0,1,0
"Подільськ","Співпраця з міжнародними організаціями",0,1,0
"Горішні Плавні","Співпраця з міжнародними організаціями",0,1,0
"Ірпінь","Співпраця з міжнародними організаціями",0,1,0
"Червоноград","Співпраця з міжнародними організаціями",0,1,0
"Чорноморськ","Співпраця з міжнародними організаціями",0,1,0
"Харків","Співпраця з міжнародними організаціями",0,1,0
"Бердичів","Співпраця з міжнародними організаціями",0,1,0
"Славута","Співпраця з міжнародними організаціями",0,1,0
"Старокостянтинів","Співпраця з міжнародними організаціями",0,1,0
"Боярка","Співпраця з міжнародними організаціями",0,1,0
"Костянтинівка","Співпраця з міжнародними організаціями",0,1,0
"Жовті Води","Співпраця з міжнародними організаціями",0,1,0
"Ізюм","Співпраця з міжнародними організаціями",0,1,0
"Мирноград","Співпраця з міжнародними організаціями",0,1,0
"Самбір","Співпраця з міжнародними організаціями",0,1,0
"Новоград-Волинський","Співпраця з міжнародними організаціями",0,1,0
"Конотоп","Співпраця з міжнародними організаціями",1,1,100
"Павлоград","Співпраця з міжнародними організаціями",0,1,0
"Шостка","Співпраця з міжнародними організаціями",0,1,0
"Васильків","Співпраця з міжнародними організаціями",0,1,0
"Вараш","Співпраця з міжнародними організаціями",0,1,0
"Марганець","Співпраця з міжнародними організаціями",0,1,0
"Полтава","Співпраця з міжнародними організаціями",0,1,0
"Куп'янськ","Співпраця з міжнародними організаціями",0,1,0
"Нова Каховка","Співпраця з міжнародними організаціями",0,1,0
"Нововолинськ","Співпраця з міжнародними організаціями",1,1,100
"Стрий","Співпраця з міжнародними організаціями",0,1,0
"Вишневе","Співпраця з міжнародними організаціями",0,1,0
"Кривий Ріг","Співпраця з міжнародними організаціями",0,1,0
"Черкаси","Співпраця з міжнародними організаціями",0,1,0
"Прилуки","Співпраця з міжнародними організаціями",0,1,0
"Умань","Співпраця з міжнародними організаціями",0,1,0
"Покровськ","Співпраця з міжнародними організаціями",0,1,0
"Дунаївці","Співпраця з міжнародними організаціями",0,1,0
"Новомосковськ","Співпраця з міжнародними організаціями",0,1,0
"Івано-Франківськ","Кредитний рейтинг",1,1,100
"Київ","Кредитний рейтинг",1,1,100
"Вінниця","Кредитний рейтинг",1,1,100
"Львів","Кредитний рейтинг",1,1,100
"Біла Церква","Кредитний рейтинг",1,1,100
"Одеса","Кредитний рейтинг",1,1,100
"Дружківка","Кредитний рейтинг",0,1,0
"Бердянськ","Кредитний рейтинг",0,1,0
"Серєродонецьк","Кредитний рейтинг",0,1,0
"Суми","Кредитний рейтинг",1,1,100
"Володимир Волинський","Кредитний рейтинг",0,1,0
"Рівне","Кредитний рейтинг",0,1,0
"Ізмаїл","Кредитний рейтинг",0,1,0
"Запоріжжя","Кредитний рейтинг",0,1,0
"Кам'янське","Кредитний рейтинг",0,1,0
"Дрогобич","Кредитний рейтинг",0,1,0
"Коростень","Кредитний рейтинг",0,1,0
"Тернопіль","Кредитний рейтинг",1,1,100
"Краматорськ","Кредитний рейтинг",0,1,0
"Коломия","Кредитний рейтинг",0,1,0
"Житомир","Кредитний рейтинг",0,1,0
"Калуш","Кредитний рейтинг",0,1,0
"Луцьк","Кредитний рейтинг",0,1,0
"Нікополь","Кредитний рейтинг",0,1,0
"Ужгород","Кредитний рейтинг",1,1,100
"Бахмут","Кредитний рейтинг",0,1,0
"Дніпро","Кредитний рейтинг",0,1,0
"Енергодар","Кредитний рейтинг",1,1,100
"Кропивницький","Кредитний рейтинг",1,1,100
"Чернігів","Кредитний рейтинг",1,1,100
"Ромни","Кредитний рейтинг",0,1,0
"Бориспіль","Кредитний рейтинг",1,1,100
"Миргород","Кредитний рейтинг",0,1,0
"Маріуполь","Кредитний рейтинг",0,1,0
"Первомайськ","Кредитний рейтинг",0,1,0
"Кам'янець-Подільський","Кредитний рейтинг",0,1,0
"Ковель","Кредитний рейтинг",0,1,0
"Олександрія","Кредитний рейтинг",0,1,0
"Ніжин","Кредитний рейтинг",0,1,0
"Лубни","Кредитний рейтинг",0,1,0
"Охтирка","Кредитний рейтинг",0,1,0
"Хмельницький","Кредитний рейтинг",0,1,0
"Бровари","Кредитний рейтинг",0,1,0
"Жмеринка","Кредитний рейтинг",0,1,0
"Миколаїв","Кредитний рейтинг",1,1,100
"Лисичанськ","Кредитний рейтинг",0,1,0
"Слов'янськ","Кредитний рейтинг",0,1,0
"Білгород Дністровський","Кредитний рейтинг",0,1,0
"Дубно","Кредитний рейтинг",0,1,0
"Мелітополь","Кредитний рейтинг",0,1,0
"Шепетівка","Кредитний рейтинг",0,1,0
"Чернівці","Кредитний рейтинг",0,1,0
"Херсон","Кредитний рейтинг",0,1,0
"Лиман","Кредитний рейтинг",0,1,0
"Лозова","Кредитний рейтинг",0,1,0
"Каховка","Кредитний рейтинг",0,1,0
"Мукачево","Кредитний рейтинг",0,1,0
"Кременчук","Кредитний рейтинг",0,1,0
"Южноукраїнськ","Кредитний рейтинг",0,1,0
"Покров","Кредитний рейтинг",0,1,0
"Рубіжне","Кредитний рейтинг",0,1,0
"Фастів","Кредитний рейтинг",0,1,0
"Сміла","Кредитний рейтинг",0,1,0
"Світловодськ","Кредитний рейтинг",0,1,0
"Нетішин","Кредитний рейтинг",0,1,0
"Подільськ","Кредитний рейтинг",0,1,0
"Горішні Плавні","Кредитний рейтинг",0,1,0
"Ірпінь","Кредитний рейтинг",0,1,0
"Червоноград","Кредитний рейтинг",0,1,0
"Чорноморськ","Кредитний рейтинг",0,1,0
"Харків","Кредитний рейтинг",1,1,100
"Бердичів","Кредитний рейтинг",0,1,0
"Славута","Кредитний рейтинг",0,1,0
"Старокостянтинів","Кредитний рейтинг",0,1,0
"Боярка","Кредитний рейтинг",0,1,0
"Костянтинівка","Кредитний рейтинг",0,1,0
"Жовті Води","Кредитний рейтинг",0,1,0
"Ізюм","Кредитний рейтинг",0,1,0
"Мирноград","Кредитний рейтинг",0,1,0
"Самбір","Кредитний рейтинг",0,1,0
"Новоград-Волинський","Кредитний рейтинг",0,1,0
"Конотоп","Кредитний рейтинг",0,1,0
"Павлоград","Кредитний рейтинг",0,1,0
"Шостка","Кредитний рейтинг",0,1,0
"Васильків","Кредитний рейтинг",0,1,0
"Вараш","Кредитний рейтинг",0,1,0
"Марганець","Кредитний рейтинг",0,1,0
"Полтава","Кредитний рейтинг",0,1,0
"Куп'янськ","Кредитний рейтинг",0,1,0
"Нова Каховка","Кредитний рейтинг",0,1,0
"Нововолинськ","Кредитний рейтинг",0,1,0
"Стрий","Кредитний рейтинг",0,1,0
"Вишневе","Кредитний рейтинг",0,1,0
"Кривий Ріг","Кредитний рейтинг",0,1,0
"Черкаси","Кредитний рейтинг",0,1,0
"Прилуки","Кредитний рейтинг",0,1,0
"Умань","Кредитний рейтинг",0,1,0
"Покровськ","Кредитний рейтинг",0,1,0
"Дунаївці","Кредитний рейтинг",0,1,0
"Новомосковськ","Кредитний рейтинг",0,1,0
"Івано-Франківськ","Виконання стратегії міста",1,1,100
"Київ","Виконання стратегії міста",1,1,100
"Вінниця","Виконання стратегії міста",1,1,100
"Львів","Виконання стратегії міста",1,1,100
"Біла Церква","Виконання стратегії міста",1,1,100
"Одеса","Виконання стратегії міста",1,1,100
"Дружківка","Виконання стратегії міста",1,1,100
"Бердянськ","Виконання стратегії міста",1,1,100
"Серєродонецьк","Виконання стратегії міста",1,1,100
"Суми","Виконання стратегії міста",0,1,0
"Володимир Волинський","Виконання стратегії міста",0,1,0
"Рівне","Виконання стратегії міста",1,1,100
"Ізмаїл","Виконання стратегії міста",1,1,100
"Запоріжжя","Виконання стратегії міста",1,1,100
"Кам'янське","Виконання стратегії міста",1,1,100
"Дрогобич","Виконання стратегії міста",0,1,0
"Коростень","Виконання стратегії міста",1,1,100
"Тернопіль","Виконання стратегії міста",1,1,100
"Краматорськ","Виконання стратегії міста",1,1,100
"Коломия","Виконання стратегії міста",1,1,100
"Житомир","Виконання стратегії міста",0,1,0
"Калуш","Виконання стратегії міста",0,1,0
"Луцьк","Виконання стратегії міста",0,1,0
"Нікополь","Виконання стратегії міста",0,1,0
"Ужгород","Виконання стратегії міста",0,1,0
"Бахмут","Виконання стратегії міста",0,1,0
"Дніпро","Виконання стратегії міста",0,1,0
"Енергодар","Виконання стратегії міста",1,1,100
"Кропивницький","Виконання стратегії міста",0,1,0
"Чернігів","Виконання стратегії міста",1,1,100
"Ромни","Виконання стратегії міста",0,1,0
"Бориспіль","Виконання стратегії міста",0,1,0
"Миргород","Виконання стратегії міста",1,1,100
"Маріуполь","Виконання стратегії міста",0,1,0
"Первомайськ","Виконання стратегії міста",0,1,0
"Кам'янець-Подільський","Виконання стратегії міста",0,1,0
"Ковель","Виконання стратегії міста",0,1,0
"Олександрія","Виконання стратегії міста",0,1,0
"Ніжин","Виконання стратегії міста",0,1,0
"Лубни","Виконання стратегії міста",1,1,100
"Охтирка","Виконання стратегії міста",0,1,0
"Хмельницький","Виконання стратегії міста",0,1,0
"Бровари","Виконання стратегії міста",0,1,0
"Жмеринка","Виконання стратегії міста",0,1,0
"Миколаїв","Виконання стратегії міста",0,1,0
"Лисичанськ","Виконання стратегії міста",0,1,0
"Слов'янськ","Виконання стратегії міста",0,1,0
"Білгород Дністровський","Виконання стратегії міста",0,1,0
"Дубно","Виконання стратегії міста",1,1,100
"Мелітополь","Виконання стратегії міста",0,1,0
"Шепетівка","Виконання стратегії міста",0,1,0
"Чернівці","Виконання стратегії міста",0,1,0
"Херсон","Виконання стратегії міста",0,1,0
"Лиман","Виконання стратегії міста",0,1,0
"Лозова","Виконання стратегії міста",0,1,0
"Каховка","Виконання стратегії міста",0,1,0
"Мукачево","Виконання стратегії міста",0,1,0
"Кременчук","Виконання стратегії міста",1,1,100
"Южноукраїнськ","Виконання стратегії міста",0,1,0
"Покров","Виконання стратегії міста",0,1,0
"Рубіжне","Виконання стратегії міста",0,1,0
"Фастів","Виконання стратегії міста",0,1,0
"Сміла","Виконання стратегії міста",0,1,0
"Світловодськ","Виконання стратегії міста",0,1,0
"Нетішин","Виконання стратегії міста",0,1,0
