"city","usage","value","max","share","lat","lon","district"
"Кропивницький","Питання конфлікту інтересів",0,1,0,48.507933,32.262317,"yes"
"Чернігів","Питання конфлікту інтересів",1,1,100,51.4982,31.2893499,"yes"
"Ромни","Питання конфлікту інтересів",0,1,0,50.7415087,33.4809526,"no"
"Бориспіль","Питання конфлікту інтересів",0,1,0,50.3482,30.95615,"no"
"Миргород","Питання конфлікту інтересів",0,1,0,49.9627279,33.6053332,"no"
"Маріуполь","Питання конфлікту інтересів",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Питання конфлікту інтересів",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Питання конфлікту інтересів",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Питання конфлікту інтересів",1,1,100,51.209018,24.6980251,"no"
"Олександрія","Питання конфлікту інтересів",1,1,100,48.6632704,33.0967875,"no"
"Ніжин","Питання конфлікту інтересів",1,1,100,51.0377956,31.8880994,"no"
"Лубни","Питання конфлікту інтересів",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Питання конфлікту інтересів",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Питання конфлікту інтересів",0,1,0,49.422983,26.9871331,"yes"
"Бровари","Питання конфлікту інтересів",1,1,100,50.511083,30.7909,"no"
"Жмеринка","Питання конфлікту інтересів",1,1,100,49.0390512,28.1085937,"no"
"Миколаїв","Питання конфлікту інтересів",0,1,0,46.975033,31.9945829,"yes"
"Лисичанськ","Питання конфлікту інтересів",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Питання конфлікту інтересів",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Питання конфлікту інтересів",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Питання конфлікту інтересів",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Питання конфлікту інтересів",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Питання конфлікту інтересів",1,1,100,50.1757487,27.0559924,"no"
"Чернівці","Питання конфлікту інтересів",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Питання конфлікту інтересів",0,1,0,46.635417,32.616867,"yes"
"Лиман","Питання конфлікту інтересів",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Питання конфлікту інтересів",1,1,100,48.8902362,36.308001,"no"
"Каховка","Питання конфлікту інтересів",1,1,100,46.8117208,33.4901963,"no"
"Мукачево","Питання конфлікту інтересів",1,1,100,48.4493055,22.7117106,"no"
"Кременчук","Питання конфлікту інтересів",1,1,100,49.065783,33.410033,"no"
"Южноукраїнськ","Питання конфлікту інтересів",1,1,100,47.8227621,31.1840826,"no"
"Покров","Питання конфлікту інтересів",1,1,100,47.6572805,34.07859,"no"
"Рубіжне","Питання конфлікту інтересів",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Питання конфлікту інтересів",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Питання конфлікту інтересів",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Питання конфлікту інтересів",1,1,100,49.0496835,33.2284693,"no"
"Нетішин","Питання конфлікту інтересів",1,1,100,50.3339731,26.6500845,"no"
"Подільськ","Питання конфлікту інтересів",1,1,100,47.7585809,29.5339155,"no"
"Горішні Плавні","Питання конфлікту інтересів",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Питання конфлікту інтересів",0,1,0,50.51875,30.239783,"no"
"Червоноград","Питання конфлікту інтересів",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Питання конфлікту інтересів",0,1,0,46.2952236,30.6480855,"no"
"Харків","Питання конфлікту інтересів",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Питання конфлікту інтересів",0,1,0,49.9106591,28.5900313,"no"
"Славута","Питання конфлікту інтересів",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Питання конфлікту інтересів",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Питання конфлікту інтересів",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Питання конфлікту інтересів",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Питання конфлікту інтересів",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Питання конфлікту інтересів",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Питання конфлікту інтересів",1,1,100,48.2962118,37.2700036,"no"
"Самбір","Питання конфлікту інтересів",0,1,0,49.5207147,23.2065501,"no"
"Новоград-Волинський","Питання конфлікту інтересів",1,1,100,50.5860203,27.6363775,"no"
"Конотоп","Питання конфлікту інтересів",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Питання конфлікту інтересів",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Питання конфлікту інтересів",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Питання конфлікту інтересів",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Питання конфлікту інтересів",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Питання конфлікту інтересів",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Питання конфлікту інтересів",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Питання конфлікту інтересів",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Питання конфлікту інтересів",1,1,100,46.7515251,33.3678207,"no"
"Нововолинськ","Питання конфлікту інтересів",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Питання конфлікту інтересів",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Питання конфлікту інтересів",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Питання конфлікту інтересів",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Питання конфлікту інтересів",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Питання конфлікту інтересів",0,1,0,50.5884714,32.3875825,"no"
"Умань","Питання конфлікту інтересів",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Питання конфлікту інтересів",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Питання конфлікту інтересів",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Питання конфлікту інтересів",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Підключення до regulation.gov.ua",0,1,0,48.922633,24.711117,"yes"
"Київ","Підключення до regulation.gov.ua",0,1,0,50.4501,30.5234,"yes"
"Вінниця","Підключення до regulation.gov.ua",1,1,100,49.233083,28.4682169,"yes"
"Львів","Підключення до regulation.gov.ua",0,1,0,49.839683,24.029717,"yes"
"Біла Церква","Підключення до regulation.gov.ua",0,1,0,49.7967977,30.1310853,"no"
"Одеса","Підключення до regulation.gov.ua",0,1,0,46.482526,30.7233095,"yes"
"Дружківка","Підключення до regulation.gov.ua",0,1,0,48.6161912,37.5272187,"no"
"Бердянськ","Підключення до regulation.gov.ua",0,1,0,46.7737707,36.8034779,"no"
"Серєродонецьк","Підключення до regulation.gov.ua",0,1,0,48.9481767,38.4878774,"no"
"Суми","Підключення до regulation.gov.ua",0,1,0,50.9077,34.7981,"yes"
"Володимир Волинський","Підключення до regulation.gov.ua",0,1,0,50.8481952,24.3256569,"no"
"Рівне","Підключення до regulation.gov.ua",0,1,0,50.6199,26.251617,"yes"
"Ізмаїл","Підключення до regulation.gov.ua",0,1,0,45.3501944,28.8501919,"no"
"Запоріжжя","Підключення до regulation.gov.ua",0,1,0,47.8388,35.139567,"yes"
"Кам'янське","Підключення до regulation.gov.ua",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Підключення до regulation.gov.ua",0,1,0,49.3580116,23.5123193,"no"
"Коростень","Підключення до regulation.gov.ua",0,1,0,50.9532135,28.6457544,"no"
"Тернопіль","Підключення до regulation.gov.ua",0,1,0,49.553517,25.594767,"yes"
"Краматорськ","Підключення до regulation.gov.ua",0,1,0,48.738967,37.58435,"no"
"Коломия","Підключення до regulation.gov.ua",0,1,0,48.5304917,25.0412055,"no"
"Житомир","Підключення до regulation.gov.ua",1,1,100,50.25465,28.6586669,"yes"
"Калуш","Підключення до regulation.gov.ua",0,1,0,49.0414259,24.3950384,"no"
"Луцьк","Підключення до regulation.gov.ua",0,1,0,50.747233,25.325383,"yes"
"Нікополь","Підключення до regulation.gov.ua",0,1,0,47.56746,34.394815,"no"
"Ужгород","Підключення до regulation.gov.ua",0,1,0,48.6208,22.287883,"yes"
"Бахмут","Підключення до regulation.gov.ua",0,1,0,48.5986674,37.9980367,"no"
"Дніпро","Підключення до regulation.gov.ua",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Підключення до regulation.gov.ua",0,1,0,47.5015067,34.6341859,"no"
"Кропивницький","Підключення до regulation.gov.ua",0,1,0,48.507933,32.262317,"yes"
"Чернігів","Підключення до regulation.gov.ua",0,1,0,51.4982,31.2893499,"yes"
"Ромни","Підключення до regulation.gov.ua",0,1,0,50.7415087,33.4809526,"no"
"Бориспіль","Підключення до regulation.gov.ua",0,1,0,50.3482,30.95615,"no"
"Миргород","Підключення до regulation.gov.ua",0,1,0,49.9627279,33.6053332,"no"
"Маріуполь","Підключення до regulation.gov.ua",0,1,0,47.097133,37.543367,"no"
"Первомайськ","Підключення до regulation.gov.ua",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Підключення до regulation.gov.ua",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Підключення до regulation.gov.ua",0,1,0,51.209018,24.6980251,"no"
"Олександрія","Підключення до regulation.gov.ua",0,1,0,48.6632704,33.0967875,"no"
"Ніжин","Підключення до regulation.gov.ua",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Підключення до regulation.gov.ua",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Підключення до regulation.gov.ua",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Підключення до regulation.gov.ua",0,1,0,49.422983,26.9871331,"yes"
"Бровари","Підключення до regulation.gov.ua",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Підключення до regulation.gov.ua",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Підключення до regulation.gov.ua",0,1,0,46.975033,31.9945829,"yes"
"Лисичанськ","Підключення до regulation.gov.ua",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Підключення до regulation.gov.ua",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Підключення до regulation.gov.ua",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Підключення до regulation.gov.ua",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Підключення до regulation.gov.ua",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Підключення до regulation.gov.ua",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Підключення до regulation.gov.ua",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Підключення до regulation.gov.ua",0,1,0,46.635417,32.616867,"yes"
"Лиман","Підключення до regulation.gov.ua",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Підключення до regulation.gov.ua",0,1,0,48.8902362,36.308001,"no"
"Каховка","Підключення до regulation.gov.ua",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Підключення до regulation.gov.ua",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Підключення до regulation.gov.ua",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Підключення до regulation.gov.ua",0,1,0,47.8227621,31.1840826,"no"
"Покров","Підключення до regulation.gov.ua",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Підключення до regulation.gov.ua",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Підключення до regulation.gov.ua",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Підключення до regulation.gov.ua",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Підключення до regulation.gov.ua",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Підключення до regulation.gov.ua",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Підключення до regulation.gov.ua",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Підключення до regulation.gov.ua",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Підключення до regulation.gov.ua",0,1,0,50.51875,30.239783,"no"
"Червоноград","Підключення до regulation.gov.ua",0,1,0,50.3871767,24.2199454,"no"
"Чорноморськ","Підключення до regulation.gov.ua",0,1,0,46.2952236,30.6480855,"no"
"Харків","Підключення до regulation.gov.ua",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Підключення до regulation.gov.ua",0,1,0,49.9106591,28.5900313,"no"
"Славута","Підключення до regulation.gov.ua",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Підключення до regulation.gov.ua",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Підключення до regulation.gov.ua",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Підключення до regulation.gov.ua",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Підключення до regulation.gov.ua",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Підключення до regulation.gov.ua",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Підключення до regulation.gov.ua",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Підключення до regulation.gov.ua",0,1,0,49.5207147,23.2065501,"no"
"Новоград-Волинський","Підключення до regulation.gov.ua",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Підключення до regulation.gov.ua",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Підключення до regulation.gov.ua",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Підключення до regulation.gov.ua",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Підключення до regulation.gov.ua",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Підключення до regulation.gov.ua",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Підключення до regulation.gov.ua",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Підключення до regulation.gov.ua",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Підключення до regulation.gov.ua",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Підключення до regulation.gov.ua",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Підключення до regulation.gov.ua",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Підключення до regulation.gov.ua",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Підключення до regulation.gov.ua",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Підключення до regulation.gov.ua",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Підключення до regulation.gov.ua",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Підключення до regulation.gov.ua",0,1,0,50.5884714,32.3875825,"no"
"Умань","Підключення до regulation.gov.ua",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Підключення до regulation.gov.ua",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Підключення до regulation.gov.ua",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Підключення до regulation.gov.ua",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Геопортал",1,1,100,48.922633,24.711117,"yes"
"Київ","Геопортал",1,1,100,50.4501,30.5234,"yes"
"Вінниця","Геопортал",1,1,100,49.233083,28.4682169,"yes"
"Львів","Геопортал",1,1,100,49.839683,24.029717,"yes"
"Біла Церква","Геопортал",0,1,0,49.7967977,30.1310853,"no"
"Одеса","Геопортал",1,1,100,46.482526,30.7233095,"yes"
"Дружківка","Геопортал",0,1,0,48.6161912,37.5272187,"no"
"Бердянськ","Геопортал",0,1,0,46.7737707,36.8034779,"no"
"Серєродонецьк","Геопортал",0,1,0,48.9481767,38.4878774,"no"
"Суми","Геопортал",1,1,100,50.9077,34.7981,"yes"
"Володимир Волинський","Геопортал",0,1,0,50.8481952,24.3256569,"no"
"Рівне","Геопортал",1,1,100,50.6199,26.251617,"yes"
"Ізмаїл","Геопортал",0,1,0,45.3501944,28.8501919,"no"
"Запоріжжя","Геопортал",0,1,0,47.8388,35.139567,"yes"
"Кам'янське","Геопортал",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Геопортал",1,1,100,49.3580116,23.5123193,"no"
"Коростень","Геопортал",0,1,0,50.9532135,28.6457544,"no"
"Тернопіль","Геопортал",0,1,0,49.553517,25.594767,"yes"
"Краматорськ","Геопортал",0,1,0,48.738967,37.58435,"no"
"Коломия","Геопортал",1,1,100,48.5304917,25.0412055,"no"
"Житомир","Геопортал",0,1,0,50.25465,28.6586669,"yes"
"Калуш","Геопортал",0,1,0,49.0414259,24.3950384,"no"
"Луцьк","Геопортал",1,1,100,50.747233,25.325383,"yes"
"Нікополь","Геопортал",0,1,0,47.56746,34.394815,"no"
"Ужгород","Геопортал",0,1,0,48.6208,22.287883,"yes"
"Бахмут","Геопортал",0,1,0,48.5986674,37.9980367,"no"
"Дніпро","Геопортал",0,1,0,48.464717,35.046183,"yes"
"Енергодар","Геопортал",0,1,0,47.5015067,34.6341859,"no"
"Кропивницький","Геопортал",0,1,0,48.507933,32.262317,"yes"
"Чернігів","Геопортал",0,1,0,51.4982,31.2893499,"yes"
"Ромни","Геопортал",0,1,0,50.7415087,33.4809526,"no"
"Бориспіль","Геопортал",0,1,0,50.3482,30.95615,"no"
"Миргород","Геопортал",0,1,0,49.9627279,33.6053332,"no"
"Маріуполь","Геопортал",1,1,100,47.097133,37.543367,"no"
"Первомайськ","Геопортал",0,1,0,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Геопортал",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Геопортал",0,1,0,51.209018,24.6980251,"no"
"Олександрія","Геопортал",0,1,0,48.6632704,33.0967875,"no"
"Ніжин","Геопортал",0,1,0,51.0377956,31.8880994,"no"
"Лубни","Геопортал",0,1,0,50.0173168,32.9908442,"no"
"Охтирка","Геопортал",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Геопортал",0,1,0,49.422983,26.9871331,"yes"
"Бровари","Геопортал",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Геопортал",0,1,0,49.0390512,28.1085937,"no"
"Миколаїв","Геопортал",0,1,0,46.975033,31.9945829,"yes"
"Лисичанськ","Геопортал",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Геопортал",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Геопортал",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Геопортал",0,1,0,50.4009139,25.7590674,"no"
"Мелітополь","Геопортал",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Геопортал",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Геопортал",1,1,100,48.2920787,25.9358367,"yes"
"Херсон","Геопортал",0,1,0,46.635417,32.616867,"yes"
"Лиман","Геопортал",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Геопортал",0,1,0,48.8902362,36.308001,"no"
"Каховка","Геопортал",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Геопортал",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Геопортал",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Геопортал",0,1,0,47.8227621,31.1840826,"no"
"Покров","Геопортал",1,1,100,47.6572805,34.07859,"no"
"Рубіжне","Геопортал",0,1,0,49.0161213,38.3751403,"no"
"Фастів","Геопортал",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Геопортал",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Геопортал",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Геопортал",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Геопортал",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Геопортал",1,1,100,49.0156679,33.6450451,"no"
"Ірпінь","Геопортал",1,1,100,50.51875,30.239783,"no"
"Червоноград","Геопортал",1,1,100,50.3871767,24.2199454,"no"
"Чорноморськ","Геопортал",0,1,0,46.2952236,30.6480855,"no"
"Харків","Геопортал",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Геопортал",0,1,0,49.9106591,28.5900313,"no"
"Славута","Геопортал",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Геопортал",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Геопортал",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Геопортал",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Геопортал",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Геопортал",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Геопортал",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Геопортал",0,1,0,49.5207147,23.2065501,"no"
"Новоград-Волинський","Геопортал",0,1,0,50.5860203,27.6363775,"no"
"Конотоп","Геопортал",0,1,0,51.2409432,33.2050521,"no"
"Павлоград","Геопортал",0,1,0,48.5294478,35.9032574,"no"
"Шостка","Геопортал",0,1,0,51.8757044,33.4966152,"no"
"Васильків","Геопортал",0,1,0,50.1770891,30.3196385,"no"
"Вараш","Геопортал",0,1,0,51.3436553,25.8490867,"no"
"Марганець","Геопортал",0,1,0,47.6489237,34.6105197,"no"
"Полтава","Геопортал",0,1,0,49.588267,34.5514169,"yes"
"Куп'янськ","Геопортал",0,1,0,49.7055574,37.6027997,"no"
"Нова Каховка","Геопортал",0,1,0,46.7515251,33.3678207,"no"
"Нововолинськ","Геопортал",0,1,0,50.7371757,24.1658808,"no"
"Стрий","Геопортал",0,1,0,49.2656076,23.8431343,"no"
"Вишневе","Геопортал",0,1,0,50.3919,30.368267,"no"
"Кривий Ріг","Геопортал",0,1,0,47.910483,33.391783,"yes"
"Черкаси","Геопортал",0,1,0,49.4421874,32.0664493,"yes"
"Прилуки","Геопортал",0,1,0,50.5884714,32.3875825,"no"
"Умань","Геопортал",0,1,0,48.7699292,30.2154406,"no"
"Покровськ","Геопортал",0,1,0,48.282193,37.1847804,"no"
"Дунаївці","Геопортал",0,1,0,48.8922474,26.8603864,"no"
"Новомосковськ","Геопортал",0,1,0,48.6329614,35.2241571,"no"
"Івано-Франківськ","Інженерні мережі",1,1,100,48.922633,24.711117,"yes"
"Київ","Інженерні мережі",0,1,0,50.4501,30.5234,"yes"
"Вінниця","Інженерні мережі",0,1,0,49.233083,28.4682169,"yes"
"Львів","Інженерні мережі",1,1,100,49.839683,24.029717,"yes"
"Біла Церква","Інженерні мережі",0,1,0,49.7967977,30.1310853,"no"
"Одеса","Інженерні мережі",0,1,0,46.482526,30.7233095,"yes"
"Дружківка","Інженерні мережі",1,1,100,48.6161912,37.5272187,"no"
"Бердянськ","Інженерні мережі",0,1,0,46.7737707,36.8034779,"no"
"Серєродонецьк","Інженерні мережі",1,1,100,48.9481767,38.4878774,"no"
"Суми","Інженерні мережі",0,1,0,50.9077,34.7981,"yes"
"Володимир Волинський","Інженерні мережі",1,1,100,50.8481952,24.3256569,"no"
"Рівне","Інженерні мережі",0,1,0,50.6199,26.251617,"yes"
"Ізмаїл","Інженерні мережі",1,1,100,45.3501944,28.8501919,"no"
"Запоріжжя","Інженерні мережі",0,1,0,47.8388,35.139567,"yes"
"Кам'янське","Інженерні мережі",0,1,0,48.523117,34.613683,"no"
"Дрогобич","Інженерні мережі",1,1,100,49.3580116,23.5123193,"no"
"Коростень","Інженерні мережі",1,1,100,50.9532135,28.6457544,"no"
"Тернопіль","Інженерні мережі",0,1,0,49.553517,25.594767,"yes"
"Краматорськ","Інженерні мережі",0,1,0,48.738967,37.58435,"no"
"Коломия","Інженерні мережі",0,1,0,48.5304917,25.0412055,"no"
"Житомир","Інженерні мережі",0,1,0,50.25465,28.6586669,"yes"
"Калуш","Інженерні мережі",1,1,100,49.0414259,24.3950384,"no"
"Луцьк","Інженерні мережі",0,1,0,50.747233,25.325383,"yes"
"Нікополь","Інженерні мережі",0,1,0,47.56746,34.394815,"no"
"Ужгород","Інженерні мережі",0,1,0,48.6208,22.287883,"yes"
"Бахмут","Інженерні мережі",1,1,100,48.5986674,37.9980367,"no"
"Дніпро","Інженерні мережі",1,1,100,48.464717,35.046183,"yes"
"Енергодар","Інженерні мережі",1,1,100,47.5015067,34.6341859,"no"
"Кропивницький","Інженерні мережі",0,1,0,48.507933,32.262317,"yes"
"Чернігів","Інженерні мережі",1,1,100,51.4982,31.2893499,"yes"
"Ромни","Інженерні мережі",1,1,100,50.7415087,33.4809526,"no"
"Бориспіль","Інженерні мережі",1,1,100,50.3482,30.95615,"no"
"Миргород","Інженерні мережі",0,1,0,49.9627279,33.6053332,"no"
"Маріуполь","Інженерні мережі",1,1,100,47.097133,37.543367,"no"
"Первомайськ","Інженерні мережі",1,1,100,48.0451251,30.8884315,"no"
"Кам'янець-Подільський","Інженерні мережі",0,1,0,48.6967162,26.5825364,"no"
"Ковель","Інженерні мережі",1,1,100,51.209018,24.6980251,"no"
"Олександрія","Інженерні мережі",1,1,100,48.6632704,33.0967875,"no"
"Ніжин","Інженерні мережі",1,1,100,51.0377956,31.8880994,"no"
"Лубни","Інженерні мережі",1,1,100,50.0173168,32.9908442,"no"
"Охтирка","Інженерні мережі",0,1,0,50.3150962,34.9005644,"no"
"Хмельницький","Інженерні мережі",1,1,100,49.422983,26.9871331,"yes"
"Бровари","Інженерні мережі",0,1,0,50.511083,30.7909,"no"
"Жмеринка","Інженерні мережі",1,1,100,49.0390512,28.1085937,"no"
"Миколаїв","Інженерні мережі",1,1,100,46.975033,31.9945829,"yes"
"Лисичанськ","Інженерні мережі",0,1,0,48.9066145,38.4433606,"no"
"Слов'янськ","Інженерні мережі",0,1,0,48.8532,37.6053001,"no"
"Білгород Дністровський","Інженерні мережі",0,1,0,46.1854516,30.3414908,"no"
"Дубно","Інженерні мережі",1,1,100,50.4009139,25.7590674,"no"
"Мелітополь","Інженерні мережі",0,1,0,46.8550216,35.3586996,"no"
"Шепетівка","Інженерні мережі",0,1,0,50.1757487,27.0559924,"no"
"Чернівці","Інженерні мережі",0,1,0,48.2920787,25.9358367,"yes"
"Херсон","Інженерні мережі",0,1,0,46.635417,32.616867,"yes"
"Лиман","Інженерні мережі",0,1,0,48.9897585,37.8049964,"no"
"Лозова","Інженерні мережі",0,1,0,48.8902362,36.308001,"no"
"Каховка","Інженерні мережі",0,1,0,46.8117208,33.4901963,"no"
"Мукачево","Інженерні мережі",0,1,0,48.4493055,22.7117106,"no"
"Кременчук","Інженерні мережі",0,1,0,49.065783,33.410033,"no"
"Южноукраїнськ","Інженерні мережі",0,1,0,47.8227621,31.1840826,"no"
"Покров","Інженерні мережі",0,1,0,47.6572805,34.07859,"no"
"Рубіжне","Інженерні мережі",1,1,100,49.0161213,38.3751403,"no"
"Фастів","Інженерні мережі",0,1,0,50.0637682,29.9049684,"no"
"Сміла","Інженерні мережі",0,1,0,49.227717,31.8522329,"no"
"Світловодськ","Інженерні мережі",0,1,0,49.0496835,33.2284693,"no"
"Нетішин","Інженерні мережі",0,1,0,50.3339731,26.6500845,"no"
"Подільськ","Інженерні мережі",0,1,0,47.7585809,29.5339155,"no"
"Горішні Плавні","Інженерні мережі",0,1,0,49.0156679,33.6450451,"no"
"Ірпінь","Інженерні мережі",0,1,0,50.51875,30.239783,"no"
"Червоноград","Інженерні мережі",1,1,100,50.3871767,24.2199454,"no"
"Чорноморськ","Інженерні мережі",0,1,0,46.2952236,30.6480855,"no"
"Харків","Інженерні мережі",0,1,0,49.9935,36.230383,"yes"
"Бердичів","Інженерні мережі",0,1,0,49.9106591,28.5900313,"no"
"Славута","Інженерні мережі",0,1,0,50.2969058,26.8600648,"no"
"Старокостянтинів","Інженерні мережі",0,1,0,49.7546828,27.2121595,"no"
"Боярка","Інженерні мережі",0,1,0,50.317117,30.298167,"no"
"Костянтинівка","Інженерні мережі",0,1,0,48.5239429,37.7075811,"no"
"Жовті Води","Інженерні мережі",0,1,0,48.3441198,33.5244801,"no"
"Ізюм","Інженерні мережі",0,1,0,49.2121445,37.2665006,"no"
"Мирноград","Інженерні мережі",0,1,0,48.2962118,37.2700036,"no"
"Самбір","Інженерні мережі",0,1,0,49.5207147,23.2065501,"no"
